Filename,Directory,Temporal_Class,Ground_Truth_Label,Lcrosvila_Prediction,Lcrosvila_Confidence_AI,Lcrosvila_Confidence_Human,Mippia_Prediction,Mippia_Confidence_AI,Mippia_Confidence_Human
new_ai_track_086.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_087.mp3,ai_tracks_120s,120s,AI,AI,0.887,0.113,Human,0.011,0.989
new_ai_track_088.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_089.mp3,ai_tracks_120s,120s,AI,AI,0.996,0.004,AI,0.989,0.011
new_ai_track_090.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_091.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_092.mp3,ai_tracks_120s,120s,AI,AI,0.997,0.003,AI,0.989,0.011
new_ai_track_093.mp3,ai_tracks_120s,120s,AI,AI,0.975,0.025,AI,0.989,0.011
new_ai_track_094.mp3,ai_tracks_120s,120s,AI,AI,0.997,0.003,AI,0.989,0.011
new_ai_track_095.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_096.mp3,ai_tracks_120s,120s,AI,AI,1.0,0.0,AI,0.989,0.011
new_ai_track_097.mp3,ai_tracks_120s,120s,AI,AI,0.995,0.005,AI,0.989,0.011
new_ai_track_098.mp3,ai_tracks_120s,120s,AI,AI,0.995,0.005,AI,0.989,0.011
new_ai_track_099.mp3,ai_tracks_120s,120s,AI,AI,0.99,0.01,AI,0.989,0.011
new_ai_track_100.mp3,ai_tracks_120s,120s,AI,AI,0.993,0.007,AI,0.989,0.011
aime_track_001.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,Human,0.011,0.989
aime_track_002.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,Human,0.011,0.989
aime_track_003.wav,new_ai_tracks_10s,10s,AI,Human,0.269,0.731,AI,0.989,0.011
aime_track_004.wav,new_ai_tracks_10s,10s,AI,AI,0.995,0.005,AI,0.54,0.46
aime_track_005.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,AI,0.54,0.46
aime_track_006.wav,new_ai_tracks_10s,10s,AI,AI,0.997,0.003,AI,0.989,0.011
aime_track_007.wav,new_ai_tracks_10s,10s,AI,AI,0.989,0.011,Human,0.011,0.989
aime_track_008.wav,new_ai_tracks_10s,10s,AI,AI,0.995,0.005,Human,0.011,0.989
aime_track_009.wav,new_ai_tracks_10s,10s,AI,AI,0.964,0.036,AI,0.54,0.46
aime_track_010.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,AI,0.989,0.011
aime_track_011.wav,new_ai_tracks_10s,10s,AI,AI,0.977,0.023,AI,0.54,0.46
aime_track_012.wav,new_ai_tracks_10s,10s,AI,AI,0.909,0.091,AI,0.54,0.46
aime_track_013.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,AI,0.989,0.011
aime_track_014.wav,new_ai_tracks_10s,10s,AI,AI,0.983,0.017,AI,0.54,0.46
aime_track_015.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,AI,0.54,0.46
aime_track_016.wav,new_ai_tracks_10s,10s,AI,AI,0.996,0.004,AI,0.54,0.46
aime_track_017.wav,new_ai_tracks_10s,10s,AI,AI,0.902,0.098,AI,0.54,0.46
aime_track_018.wav,new_ai_tracks_10s,10s,AI,AI,0.642,0.358,AI,0.54,0.46
aime_track_019.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,AI,0.54,0.46
aime_track_020.wav,new_ai_tracks_10s,10s,AI,AI,0.988,0.012,AI,0.54,0.46
aime_track_021.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,Human,0.011,0.989
aime_track_022.wav,new_ai_tracks_10s,10s,AI,AI,0.995,0.005,AI,0.54,0.46
aime_track_023.wav,new_ai_tracks_10s,10s,AI,AI,0.996,0.004,AI,0.989,0.011
aime_track_024.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,AI,0.54,0.46
aime_track_025.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,AI,0.54,0.46
aime_track_026.wav,new_ai_tracks_10s,10s,AI,AI,0.992,0.008,AI,0.989,0.011
aime_track_027.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,Human,0.011,0.989
aime_track_028.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,AI,0.989,0.011
aime_track_029.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,AI,0.54,0.46
aime_track_030.wav,new_ai_tracks_10s,10s,AI,AI,0.958,0.042,AI,0.54,0.46
aime_track_031.wav,new_ai_tracks_10s,10s,AI,AI,0.961,0.039,AI,0.54,0.46
aime_track_032.wav,new_ai_tracks_10s,10s,AI,Human,0.42,0.58,AI,0.54,0.46
aime_track_033.wav,new_ai_tracks_10s,10s,AI,AI,0.812,0.188,AI,0.54,0.46
aime_track_034.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,Human,0.011,0.989
aime_track_035.wav,new_ai_tracks_10s,10s,AI,AI,0.991,0.009,Human,0.011,0.989
aime_track_036.wav,new_ai_tracks_10s,10s,AI,AI,0.948,0.052,Human,0.011,0.989
aime_track_037.wav,new_ai_tracks_10s,10s,AI,AI,0.884,0.116,Human,0.011,0.989
aime_track_038.wav,new_ai_tracks_10s,10s,AI,AI,0.99,0.01,Human,0.015,0.985
aime_track_039.wav,new_ai_tracks_10s,10s,AI,Human,0.426,0.574,Human,0.011,0.989
aime_track_040.wav,new_ai_tracks_10s,10s,AI,AI,0.981,0.019,AI,0.709,0.291
aime_track_041.wav,new_ai_tracks_10s,10s,AI,AI,0.993,0.007,Human,0.011,0.989
aime_track_042.wav,new_ai_tracks_10s,10s,AI,AI,0.97,0.03,Human,0.011,0.989
aime_track_043.wav,new_ai_tracks_10s,10s,AI,AI,0.992,0.008,Human,0.011,0.989
aime_track_044.wav,new_ai_tracks_10s,10s,AI,AI,0.646,0.354,Human,0.011,0.989
aime_track_045.wav,new_ai_tracks_10s,10s,AI,AI,0.78,0.22,Human,0.011,0.989
aime_track_046.wav,new_ai_tracks_10s,10s,AI,AI,0.53,0.47,Human,0.026,0.974
aime_track_047.wav,new_ai_tracks_10s,10s,AI,AI,0.995,0.005,Human,0.011,0.989
aime_track_048.wav,new_ai_tracks_10s,10s,AI,Human,0.075,0.925,Human,0.011,0.989
aime_track_049.wav,new_ai_tracks_10s,10s,AI,AI,0.92,0.08,Human,0.011,0.989
aime_track_050.wav,new_ai_tracks_10s,10s,AI,AI,0.541,0.459,Human,0.011,0.989
aime_track_051.wav,new_ai_tracks_10s,10s,AI,AI,0.995,0.005,Human,0.011,0.989
aime_track_052.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,AI,0.935,0.065
aime_track_053.wav,new_ai_tracks_10s,10s,AI,AI,0.995,0.005,AI,0.551,0.449
aime_track_054.wav,new_ai_tracks_10s,10s,AI,AI,0.866,0.134,AI,0.989,0.011
aime_track_055.wav,new_ai_tracks_10s,10s,AI,AI,0.84,0.16,Human,0.011,0.989
aime_track_056.wav,new_ai_tracks_10s,10s,AI,AI,0.89,0.11,Human,0.125,0.875
aime_track_057.wav,new_ai_tracks_10s,10s,AI,AI,0.924,0.076,Human,0.011,0.989
aime_track_058.wav,new_ai_tracks_10s,10s,AI,Human,0.039,0.961,AI,0.989,0.011
aime_track_059.wav,new_ai_tracks_10s,10s,AI,AI,0.992,0.008,Human,0.14,0.86
aime_track_060.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,Human,0.011,0.989
aime_track_061.wav,new_ai_tracks_10s,10s,AI,AI,0.674,0.326,Human,0.011,0.989
aime_track_062.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,AI,0.989,0.011
aime_track_063.wav,new_ai_tracks_10s,10s,AI,AI,0.989,0.011,Human,0.011,0.989
aime_track_064.wav,new_ai_tracks_10s,10s,AI,Human,0.158,0.842,AI,0.989,0.011
aime_track_065.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,Human,0.011,0.989
aime_track_066.wav,new_ai_tracks_10s,10s,AI,AI,0.94,0.06,Human,0.011,0.989
aime_track_067.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,Human,0.011,0.989
aime_track_068.wav,new_ai_tracks_10s,10s,AI,AI,0.955,0.045,AI,0.54,0.46
aime_track_069.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,Human,0.011,0.989
aime_track_070.wav,new_ai_tracks_10s,10s,AI,AI,0.997,0.003,Human,0.061,0.939
aime_track_071.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,Human,0.011,0.989
aime_track_072.wav,new_ai_tracks_10s,10s,AI,AI,0.997,0.003,Human,0.011,0.989
aime_track_073.wav,new_ai_tracks_10s,10s,AI,AI,0.97,0.03,Human,0.011,0.989
aime_track_074.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,Human,0.011,0.989
aime_track_075.wav,new_ai_tracks_10s,10s,AI,AI,0.975,0.025,Human,0.011,0.989
aime_track_076.wav,new_ai_tracks_10s,10s,AI,AI,0.95,0.05,Human,0.011,0.989
aime_track_077.wav,new_ai_tracks_10s,10s,AI,AI,0.975,0.025,Human,0.027,0.973
aime_track_078.wav,new_ai_tracks_10s,10s,AI,AI,0.997,0.003,Human,0.011,0.989
aime_track_079.wav,new_ai_tracks_10s,10s,AI,AI,0.997,0.003,Human,0.011,0.989
aime_track_080.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,Human,0.011,0.989
aime_track_081.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,Human,0.011,0.989
aime_track_082.wav,new_ai_tracks_10s,10s,AI,AI,0.996,0.004,Human,0.011,0.989
aime_track_083.wav,new_ai_tracks_10s,10s,AI,AI,0.996,0.004,AI,0.989,0.011
aime_track_084.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,Human,0.011,0.989
aime_track_085.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,AI,0.594,0.406
aime_track_086.wav,new_ai_tracks_10s,10s,AI,AI,0.997,0.003,Human,0.044,0.956
aime_track_087.wav,new_ai_tracks_10s,10s,AI,AI,0.994,0.006,Human,0.011,0.989
aime_track_088.wav,new_ai_tracks_10s,10s,AI,AI,0.997,0.003,Human,0.011,0.989
aime_track_089.wav,new_ai_tracks_10s,10s,AI,AI,0.992,0.008,Human,0.011,0.989
aime_track_090.wav,new_ai_tracks_10s,10s,AI,AI,0.985,0.015,AI,0.54,0.46
aime_track_091.wav,new_ai_tracks_10s,10s,AI,AI,0.991,0.009,AI,0.54,0.46
aime_track_092.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,AI,0.989,0.011
aime_track_093.wav,new_ai_tracks_10s,10s,AI,AI,0.969,0.031,AI,0.54,0.46
aime_track_094.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,Human,0.011,0.989
aime_track_095.wav,new_ai_tracks_10s,10s,AI,AI,0.976,0.024,AI,0.989,0.011
aime_track_096.wav,new_ai_tracks_10s,10s,AI,AI,0.864,0.136,AI,0.54,0.46
aime_track_097.wav,new_ai_tracks_10s,10s,AI,AI,0.742,0.258,AI,0.54,0.46
aime_track_098.wav,new_ai_tracks_10s,10s,AI,AI,1.0,0.0,AI,0.54,0.46
aime_track_099.wav,new_ai_tracks_10s,10s,AI,AI,0.885,0.115,AI,0.989,0.011
aime_track_100.wav,new_ai_tracks_10s,10s,AI,AI,0.614,0.386,AI,0.54,0.46
